Timestamp_ms,EMG_Value
pe:17.75
Rectified_Signal:0.64,Rectwin_Envelope:15.54,Hanning_Envelope:16.12
Rectified_Signal:19.32,Rectwin_Envelope:15.35,Hanning_Envelope:16.02
Rectified_Signal:19.28,Rectwin_Envelope:15.61,Hanning_Envelope:15.92
Rectified_Signal:23.67,Rectwin_Envelope:15.47,Hanning_Envelope:15.81
Rectified_Signal:20.63,Rectwin_Envelope:15.50,Hanning_Envelope:15.70
Rectified_Signal:4.36,Rectwin_Envelope:15.51,Hanning_Envelope:15.58
Rectified_Signal:27.58,Rectwin_Envelope:16.02,Hanning_Envelope:15.47
Rectified_Signal:10.40,Rectwin_Envelope:15.82,Hanning_Envelope:15.35
Rectified_Signal:13.37,Rectwin_Envelope:15.61,Hanning_Envelope:15.24
Rectified_Signal:22.59,Rectwin_Envelope:15.80,Hanning_Envelope:15.15
Rectified_Signal:45.50,Rectwin_Envelope:15.92,Hanning_Envelope:15.06
Rectified_Signal:22.46,Rectwin_Envelope:15.91,Hanning_Envelope:14.98
Rectified_Signal:10.44,Rectwin_Envelope:15.85,Hanning_Envelope:14.93
Rectified_Signal:12.54,Rectwin_Envelope:16.04,Hanning_Envelope:14.89
Rectified_Signal:6.52,Rectwin_Envelope:16.11,Hanning_Envelope:14.86
Rectified_Signal:1.47,Rectwin_Envelope:15.80,Hanning_Envelope:14.85
Rectified_Signal:10.51,Rectwin_Envelope:15.65,Hanning_Envelope:14.85
Rectified_Signal:12.48,Rectwin_Envelope:15.70,Hanning_Envelope:14.87
Rectified_Signal:10.50,Rectwin_Envelope:15.87,Hanning_Envelope:14.90
Rectified_Signal:18.46,Rectwin_Envelope:15.98,Hanning_Envelope:14.94
Rectified_Signal:37.46,Rectwin_Envelope:15.83,Hanning_Envelope:14.99
Rectified_Signal:27.41,Rectwin_Envelope:15.89,Hanning_Envelope:15.06
Rectified_Signal:0.41,Rectwin_Envelope:15.57,Hanning_Envelope:15.14
Rectified_Signal:2.40,Rectwin_Envelope:15.55,Hanning_Envelope:15.24
Rectified_Signal:20.56,Rectwin_Envelope:15.00,Hanning_Envelope:15.34
Rectified_Signal:19.52,Rectwin_Envelope:15.21,Hanning_Envelope:15.45
Rectified_Signal:30.42,Rectwin_Envelope:15.36,Hanning_Envelope:15.55
Rectified_Signal:28.37,Rectwin_Envelope:15.14,Hanning_Envelope:15.64
Rectified_Signal:21.59,Rectwin_Envelope:15.50,Hanning_Envelope:15.74
Rectified_Signal:17.55,Rectwin_Envelope:15.85,Hanning_Envelope:15.84
Rectified_Signal:2.44,Rectwin_Envelope:15.64,Hanning_Envelope:15.92
Rectified_Signal:1.44,Rectwin_Envelope:15.57,Hanning_Envelope:16.00
Rectified_Signal:9.42,Rectwin_Envelope:15.50,Hanning_Envelope:16.07
Rectified_Signal:25.37,Rectwin_Envelope:15.57,Hanning_Envelope:16.13
Rectified_Signal:19.59,Rectwin_Envelope:15.76,Hanning_Envelope:16.19
Rectified_Signal:1.40,Rectwin_Envelope:15.72,Hanning_Envelope:16.23
Rectified_Signal:25.35,Rectwin_Envelope:16.16,Hanning_Envelope:16.27
Rectified_Signal:22.31,Rectwin_Envelope:16.02,Hanning_Envelope:16.30
Rectified_Signal:2.69,Rectwin_Envelope:15.72,Hanning_Envelope:16.32
Rectified_Signal:7.30,Rectwin_Envelope:15.79,Hanning_Envelope:16.34
Rectified_Signal:1.30,Rectwin_Envelope:15.51,Hanning_Envelope:16.35
Rectified_Signal:28.64,Rectwin_Envelope:15.83,Hanning_Envelope:16.35
Rectified_Signal:19.61,Rectwin_Envelope:15.82,Hanning_Envelope:16.33
Rectified_Signal:26.34,Rectwin_Envelope:15.91,Hanning_Envelope:16.31
Rectified_Signal:34.27,Rectwin_Envelope:16.08,Hanning_Envelope:16.28
Rectified_Signal:22.68,Rectwin_Envelope:16.17,Hanning_Envelope:16.26
Rectified_Signal:19.64,Rectwin_Envelope:16.32,Hanning_Envelope:16.23
Rectified_Signal:14.33,Rectwin_Envelope:16.49,Hanning_Envelope:16.20
Rectified_Signal:12.31,Rectwin_Envelope:16.41,Hanning_Envelope:16.17
Rectified_Signal:7.29,Rectwin_Envelope:16.44,Hanning_Envelope:16.14
Rectified_Signal:22.25,Rectwin_Envelope:16.87,Hanning_Envelope:16.12
Rectified_Signal:19.71,Rectwin_Envelope:16.88,Hanning_Envelope:16.10
Rectified_Signal:6.70,Rectwin_Envelope:16.63,Hanning_Envelope:16.09
Rectified_Signal:29.24,Rectwin_Envelope:16.74,Hanning_Envelope:16.10
Rectified_Signal:26.19,Rectwin_Envelope:16.85,Hanning_Envelope:16.11
Rectified_Signal:8.79,Rectwin_Envelope:16.94,Hanning_Envelope:16.13
Rectified_Signal:12.18,Rectwin_Envelope:16.63,Hanning_Envelope:16.16
Rectified_Signal:22.77,Rectwin_Envelope:16.88,Hanning_Envelope:16.21
Rectified_Signal:19.73,Rectwin_Envelope:17.01,Hanning_Envelope:16.26
Rectified_Signal:44.18,Rectwin_Envelope:17.44,Hanning_Envelope:16.33
Rectified_Signal:42.09,Rectwin_Envelope:17.37,Hanning_Envelope:16.40
Rectified_Signal:5.89,Rectwin_Envelope:17.04,Hanning_Envelope:16.49
Rectified_Signal:12.08,Rectwin_Envelope:17.07,Hanning_Envelope:16.61
Rectified_Signal:1.08,Rectwin_Envelope:16.85,Hanning_Envelope:16.72
Rectified_Signal:12.89,Rectwin_Envelope:16.97,Hanning_Envelope:16.85
Rectified_Signal:3.10,Rectwin_Envelope:17.01,Hanning_Envelope:16.96
Rectified_Signal:11.08,Rectwin_Envelope:17.02,Hanning_Envelope:17.08
Rectified_Signal:10.06,Rectwin_Envelope:16.97,Hanning_Envelope:17.19
Rectified_Signal:7.04,Rectwin_Envelope:16.90,Hanning_Envelope:17.30
Rectified_Signal:13.93,Rectwin_Envelope:16.81,Hanning_Envelope:17.40
Rectified_Signal:25.02,Rectwin_Envelope:16.56,Hanning_Envelope:17.48
Rectified_Signal:23.97,Rectwin_Envelope:16.49,Hanning_Envelope:17.57
Rectified_Signal:3.97,Rectwin_Envelope:16.56,Hanning_Envelope:17.64
Rectified_Signal:0.96,Rectwin_Envelope:16.53,Hanning_Envelope:17.69
Rectified_Signal:29.98,Rectwin_Envelope:16.72,Hanning_Envelope:17.72
Rectified_Signal:10.95,Rectwin_Envelope:16.55,Hanning_Envelope:17.73
Rectified_Signal:22.00,Rectwin_Envelope:16.38,Hanning_Envelope:17.73
Rectified_Signal:41.92,Rectwin_Envelope:16.65,Hanning_Envelope:17.71
Rectified_Signal:22.04,Rectwin_Envelope:16.66,Hanning_Envelope:17.68
Rectified_Signal:3.03,Rectwin_Envelope:16.37,Hanning_Envelope:17.63
Rectified_Signal:11.95,Rectwin_Envelope:16.56,Hanning_Envelope:17.57
Rectified_Signal:11.03,Rectwin_Envelope:16.75,Hanning_Envelope:17.49
Rectified_Signal:15.94,Rectwin_Envelope:16.88,Hanning_Envelope:17.39
Rectified_Signal:12.91,Rectwin_Envelope:16.63,Hanning_Envelope:17.28
Rectified_Signal:8.07,Rectwin_Envelope:16.40,Hanning_Envelope:17.16
Rectified_Signal:20.03,Rectwin_Envelope:16.78,Hanning_Envelope:17.04
Rectified_Signal:43.88,Rectwin_Envelope:17.15,Hanning_Envelope:16.90
Rectified_Signal:21.83,Rectwin_Envelope:17.14,Hanning_Envelope:16.77
Rectified_Signal:7.82,Rectwin_Envelope:17.24,Hanning_Envelope:16.64
Rectified_Signal:4.81,Rectwin_Envelope:17.19,Hanning_Envelope:16.52
Rectified_Signal:6.18,Rectwin_Envelope:17.29,Hanning_Envelope:16.41
Rectified_Signal:13.15,Rectwin_Envelope:16.98,Hanning_Envelope:16.30
Rectified_Signal:16.81,Rectwin_Envelope:16.92,Hanning_Envelope:16.21
Rectified_Signal:46.72,Rectwin_Envelope:17.33,Hanning_Envelope:16.13
Rectified_Signal:45.63,Rectwin_Envelope:17.56,Hanning_Envelope:16.07
Rectified_Signal:4.36,Rectwin_Envelope:17.19,Hanning_Envelope:16.03
Rectified_Signal:11.62,Rectwin_Envelope:17.03,Hanning_Envelope:16.01
Rectified_Signal:1.61,Rectwin_Envelope:16.78,Hanning_Envelope:16.02
Rectified_Signal:2.61,Rectwin_Envelope:16.58,Hanning_Envelope:16.04
Rectified_Signal:2.60,Rectwin_Envelope:16.49,Hanning_Envelope:16.06
Rectified_Signal:16.57,Rectwin_Envelope:16.37,Hanning_Envelope:16.09
Rectified_Signal:39.35,Rectwin_Envelope:16.77,Hanning_Envelope:16.13
Rectified_Signal:21.31,Rectwin_Envelope:17.06,Hanning_Envelope:16.18
Rectified_Signal:28.63,Rectwin_Envelope:17.05,Hanning_Envelope:16.23
Rectified_Signal:26.58,Rectwin_Envelope:17.06,Hanning_Envelope:16.30
Rectified_Signal:3.41,Rectwin_Envelope:16.95,Hanning_Envelope:16.38
Rectified_Signal:26.53,Rectwin_Envelope:17.23,Hanning_Envelope:16.47
Rectified_Signal:19.43,Rectwin_Envelope:17.17,Hanning_Envelope:16.57
Rectified_Signal:17.39,Rectwin_Envelope:17.12,Hanning_Envelope:16.67
Rectified_Signal:25.56,Rectwin_Envelope:16.75,Hanning_Envelope:16.79
Rectified_Signal:48.46,Rectwin_Envelope:16.88,Hanning_Envelope:16.92
Rectified_Signal:21.50,Rectwin_Envelope:17.19,Hanning_Envelope:17.05
Rectified_Signal:14.47,Rectwin_Envelope:17.24,Hanning_Envelope:17.18
Rectified_Signal:11.51,Rectwin_Envelope:17.44,Hanning_Envelope:17.31
Rectified_Signal:13.48,Rectwin_Envelope:17.46,Hanning_Envelope:17.43
Rectified_Signal:6.47,Rectwin_Envelope:17.52,Hanning_Envelope:17.56
Rectified_Signal:21.43,Rectwin_Envelope:17.73,Hanning_Envelope:17.68
Rectified_Signal:9.55,Rectwin_Envelope:17.72,Hanning_Envelope:17.79
Rectified_Signal:15.52,Rectwin_Envelope:17.89,Hanning_Envelope:17.91
Rectified_Signal:38.40,Rectwin_Envelope:18.38,Hanning_Envelope:18.02
Rectified_Signal:38.32,Rectwin_Envelope:18.65,Hanning_Envelope:18.12
Rectified_Signal:11.65,Rectwin_Envelope:18.40,Hanning_Envelope:18.24
Rectified_Signal:2.34,Rectwin_Envelope:18.37,Hanning_Envelope:18.36
Rectified_Signal:9.32,Rectwin_Envelope:18.53,Hanning_Envelope:18.48
Rectified_Signal:9.66,Rectwin_Envelope:18.13,Hanning_Envelope:18.59
Rectified_Signal:11.63,Rectwin_Envelope:18.14,Hanning_Envelope:18.70
Rectified_Signal:35.30,Rectwin_Envelope:18.41,Hanning_Envelope:18.81
Rectified_Signal:43.21,Rectwin_Envelope:18.43,Hanning_Envelope:18.90
Rectified_Signal:33.72,Rectwin_Envelope:18.67,Hanning_Envelope:18.99
Rectified_Signal:9.70,Rectwin_Envelope:18.80,Hanning_Envelope:19.08
Rectified_Signal:3.70,Rectwin_Envelope:18.63,Hanning_Envelope:19.15
Rectified_Signal:20.65,Rectwin_Envelope:18.83,Hanning_Envelope:19.23
Rectified_Signal:1.65,Rectwin_Envelope:18.54,Hanning_Envelope:19.28
Rectified_Signal:20.31,Rectwin_Envelope:18.69,Hanning_Envelope:19.34
Rectified_Signal:29.63,Rectwin_Envelope:19.12,Hanning_Envelope:19.38
Rectified_Signal:13.60,Rectwin_Envelope:18.99,Hanning_Envelope:19.40
Rectified_Signal:12.37,Rectwin_Envelope:18.36,Hanning_Envelope:19.42
Rectified_Signal:28.31,Rectwin_Envelope:18.49,Hanning_Envelope:19.44
Rectified_Signal:13.66,Rectwin_Envelope:18.61,Hanning_Envelope:19.44
Rectified_Signal:7.64,Rectwin_Envelope:18.66,Hanning_Envelope:19.43
Rectified_Signal:37.57,Rectwin_Envelope:19.29,Hanning_Envelope:19.41
Rectified_Signal:35.50,Rectwin_Envelope:19.74,Hanning_Envelope:19.37
Rectified_Signal:34.43,Rectwin_Envelope:20.09,Hanning_Envelope:19.33
Rectified_Signal:33.37,Rectwin_Envelope:19.83,Hanning_Envelope:19.29
Rectified_Signal:11.61,Rectwin_Envelope:19.14,Hanning_Envelope:19.27
Rectified_Signal:17.57,Rectwin_Envelope:19.41,Hanning_Envelope:19.28
Rectified_Signal:8.41,Rectwin_Envelope:19.34,Hanning_Envelope:19.27
Rectified_Signal:19.55,Rectwin_Envelope:19.70,Hanning_Envelope:19.27
Rectified_Signal:14.52,Rectwin_Envelope:19.94,Hanning_Envelope:19.26
Rectified_Signal:13.49,Rectwin_Envelope:20.16,Hanning_Envelope:19.26
Rectified_Signal:29.45,Rectwin_Envelope:20.42,Hanning_Envelope:19.26
Rectified_Signal:20.51,Rectwin_Envelope:20.04,Hanning_Envelope:19.27
Rectified_Signal:0.49,Rectwin_Envelope:19.62,Hanning_Envelope:19.30
Rectified_Signal:27.43,Rectwin_Envelope:19.60,Hanning_Envelope:19.35
Rectified_Signal:34.36,Rectwin_Envelope:19.76,Hanning_Envelope:19.40
Rectified_Signal:14.33,Rectwin_Envelope:19.97,Hanning_Envelope:19.46
Rectified_Signal:2.66,Rectwin_Envelope:19.50,Hanning_Envelope:19.52
Rectified_Signal:6.65,Rectwin_Envelope:19.24,Hanning_Envelope:19.58
Rectified_Signal:6.63,Rectwin_Envelope:19.03,Hanning_Envelope:19.64
Rectified_Signal:32.30,Rectwin_Envelope:19.16,Hanning_Envelope:19.70
Rectified_Signal:46.21,Rectwin_Envelope:19.12,Hanning_Envelope:19.74
Rectified_Signal:0.79,Rectwin_Envelope:18.70,Hanning_Envelope:19.78
Rectified_Signal:20.75,Rectwin_Envelope:18.83,Hanning_Envelope:19.81
Rectified_Signal:13.72,Rectwin_Envelope:18.87,Hanning_Envelope:19.83
Rectified_Signal:7.70,Rectwin_Envelope:18.76,Hanning_Envelope:19.83
Rectified_Signal:9.28,Rectwin_Envelope:18.81,Hanning_Envelope:19.81
Rectified_Signal:34.21,Rectwin_Envelope:19.07,Hanning_Envelope:19.78
Rectified_Signal:19.75,Rectwin_Envelope:19.27,Hanning_Envelope:19.73
Rectified_Signal:11.73,Rectwin_Envelope:19.20,Hanning_Envelope:19.67
Rectified_Signal:26.22,Rectwin_Envelope:18.95,Hanning_Envelope:19.60
Rectified_Signal:28.16,Rectwin_Envelope:18.75,Hanning_Envelope:19.52
Rectified_Signal:4.83,Rectwin_Envelope:18.61,Hanning_Envelope:19.44
Rectified_Signal:5.16,Rectwin_Envelope:18.67,Hanning_Envelope:19.36
Rectified_Signal:29.78,Rectwin_Envelope:19.08,Hanning_Envelope:19.26
Rectified_Signal:0.22,Rectwin_Envelope:18.89,Hanning_Envelope:19.14
Rectified_Signal:14.75,Rectwin_Envelope:18.95,Hanning_Envelope:19.03
Rectified_Signal:27.20,Rectwin_Envelope:18.79,Hanning_Envelope:18.90
Rectified_Signal:31.14,Rectwin_Envelope:18.55,Hanning_Envelope:18.78
Rectified_Signal:20.82,Rectwin_Envelope:18.29,Hanning_Envelope:18.67
Rectified_Signal:10.16,Rectwin_Envelope:18.30,Hanning_Envelope:18.55
Rectified_Signal:0.84,Rectwin_Envelope:18.24,Hanning_Envelope:18.44
Rectified_Signal:0.16,Rectwin_Envelope:17.83,Hanning_Envelope:18.31
Rectified_Signal:0.16,Rectwin_Envelope:17.80,Hanning_Envelope:18.19
Rectified_Signal:23.11,Rectwin_Envelope:17.86,Hanning_Envelope:18.05
Rectified_Signal:46.79,Rectwin_Envelope:18.20,Hanning_Envelope:17.91
Rectified_Signal:20.75,Rectwin_Envelope:18.34,Hanning_Envelope:17.77
Rectified_Signal:17.21,Rectwin_Envelope:18.44,Hanning_Envelope:17.64
Rectified_Signal:28.16,Rectwin_Envelope:18.44,Hanning_Envelope:17.52
Rectified_Signal:6.14,Rectwin_Envelope:18.29,Hanning_Envelope:17.42
Rectified_Signal:28.09,Rectwin_Envelope:18.70,Hanning_Envelope:17.33
Rectified_Signal:8.07,Rectwin_Envelope:18.11,Hanning_Envelope:17.25
Rectified_Signal:10.91,Rectwin_Envelope:17.61,Hanning_Envelope:17.19
Rectified_Signal:39.02,Rectwin_Envelope:17.71,Hanning_Envelope:17.16
Rectified_Signal:46.92,Rectwin_Envelope:17.98,Hanning_Envelope:17.13
Rectified_Signal:21.04,Rectwin_Envelope:18.17,Hanning_Envelope:17.12
Rectified_Signal:10.02,Rectwin_Envelope:18.01,Hanning_Envelope:17.12
Rectified_Signal:4.01,Rectwin_Envelope:17.93,Hanning_Envelope:17.14
Rectified_Signal:23.96,Rectwin_Envelope:18.02,Hanning_Envelope:17.17
Rectified_Signal:11.02,Rectwin_Envelope:17.95,Hanning_Envelope:17.21
Rectified_Signal:17.98,Rectwin_Envelope:18.03,Hanning_Envelope:17.26
Rectified_Signal:7.00,Rectwin_Envelope:17.59,Hanning_Envelope:17.32
Rectified_Signal:3.99,Rectwin_Envelope:17.26,Hanning_Envelope:17.39
Rectified_Signal:5.98,Rectwin_Envelope:17.37,Hanning_Envelope:17.46
Rectified_Signal:37.94,Rectwin_Envelope:17.58,Hanning_Envelope:17.53
Rectified_Signal:24.89,Rectwin_Envelope:17.39,Hanning_Envelope:17.59
Rectified_Signal:11.09,Rectwin_Envelope:17.32,Hanning_Envelope:17.66
Rectified_Signal:1.91,Rectwin_Envelope:17.31,Hanning_Envelope:17.73
Rectified_Signal:44.00,Rectwin_Envelope:18.05,Hanning_Envelope:17.79
Rectified_Signal:20.96,Rectwin_Envelope:18.34,Hanning_Envelope:17.84
Rectified_Signal:27.98,Rectwin_Envelope:18.25,Hanning_Envelope:17.89
Rectified_Signal:25.93,Rectwin_Envelope:17.85,Hanning_Envelope:17.95
Rectified_Signal:26.02,Rectwin_Envelope:18.35,Hanning_Envelope:18.02
Rectified_Signal:18.98,Rectwin_Envelope:18.32,Hanning_Envelope:18.09
Rectified_Signal:7.96,Rectwin_Envelope:18.20,Hanning_Envelope:18.16
Rectified_Signal:20.92,Rectwin_Envelope:18.47,Hanning_Envelope:18.24
Rectified_Signal:11.06,Rectwin_Envelope:18.50,Hanning_Envelope:18.31
Rectified_Signal:11.04,Rectwin_Envelope:18.04,Hanning_Envelope:18.37
Rectified_Signal:21.92,Rectwin_Envelope:18.08,Hanning_Envelope:18.45
Rectified_Signal:11.90,Rectwin_Envelope:18.09,Hanning_Envelope:18.52
Rectified_Signal:33.04,Rectwin_Envelope:18.22,Hanning_Envelope:18.58
Rectified_Signal:32.97,Rectwin_Envelope:18.32,Hanning_Envelope:18.63
Rectified_Signal:3.96,Rectwin_Envelope:18.30,Hanning_Envelope:18.69
Rectified_Signal:10.94,Rectwin_Envelope:18.42,Hanning_Envelope:18.73
Rectified_Signal:27.00,Rectwin_Envelope:18.36,Hanning_Envelope:18.77
Rectified_Signal:20.96,Rectwin_Envelope:18.78,Hanning_Envelope:18.80
Rectified_Signal:19.00,Rectwin_Envelope:18.86,Hanning_Envelope:18.82
Rectified_Signal:39.92,Rectwin_Envelope:19.11,Hanning_Envelope:18.85
Rectified_Signal:31.02,Rectwin_Envelope:19.11,Hanning_Envelope:18.87
Rectified_Signal:10.00,Rectwin_Envelope:18.90,Hanning_Envelope:18.90
Rectified_Signal:17.97,Rectwin_Envelope:19.05,Hanning_Envelope:18.94
Rectified_Signal:9.01,Rectwin_Envelope:19.22,Hanning_Envelope:18.97
Rectified_Signal:7.00,Rectwin_Envelope:19.35,Hanning_Envelope:19.00
Rectified_Signal:3.99,Rectwin_Envelope:19.43,Hanning_Envelope:19.04
Rectified_Signal:24.94,Rectwin_Envelope:19.47,Hanning_Envelope:19.07
Rectified_Signal:35.99,Rectwin_Envelope:19.25,Hanning_Envelope:19.10
Rectified_Signal:19.95,Rectwin_Envelope:19.23,Hanning_Envelope:19.14
Rectified_Signal:20.01,Rectwin_Envelope:19.29,Hanning_Envelope:19.19
Rectified_Signal:29.95,Rectwin_Envelope:19.33,Hanning_Envelope:19.24
Rectified_Signal:0.05,Rectwin_Envelope:19.20,Hanning_Envelope:19.30
Rectified_Signal:9.94,Rectwin_Envelope:18.84,Hanning_Envelope:19.34
Rectified_Signal:8.05,Rectwin_Envelope:18.84,Hanning_Envelope:19.39
Rectified_Signal:18.01,Rectwin_Envelope:18.98,Hanning_Envelope:19.43
Rectified_Signal:27.93,Rectwin_Envelope:18.76,Hanning_Envelope:19.45
Rectified_Signal:43.84,Rectwin_Envelope:18.70,Hanning_Envelope:19.47
Rectified_Signal:21.11,Rectwin_Envelope:18.70,Hanning_Envelope:19.49
Rectified_Signal:3.11,Rectwin_Envelope:18.56,Hanning_Envelope:19.50
Rectified_Signal:10.09,Rectwin_Envelope:18.68,Hanning_Envelope:19.49
Rectified_Signal:3.91,Rectwin_Envelope:18.28,Hanning_Envelope:19.47
Rectified_Signal:0.09,Rectwin_Envelope:18.06,Hanning_Envelope:19.43
Rectified_Signal:10.88,Rectwin_Envelope:17.92,Hanning_Envelope:19.37
Rectified_Signal:21.07,Rectwin_Envelope:18.20,Hanning_Envelope:19.29
Rectified_Signal:22.03,Rectwin_Envelope:18.56,Hanning_Envelope:19.19
Rectified_Signal:42.88,Rectwin_Envelope:19.30,Hanning_Envelope:19.08
Rectified_Signal:13.86,Rectwin_Envelope:18.82,Hanning_Envelope:18.95
Rectified_Signal:10.12,Rectwin_Envelope:18.53,Hanning_Envelope:18.83
Rectified_Signal:0.12,Rectwin_Envelope:18.31,Hanning_Envelope:18.71
Rectified_Signal:10.86,Rectwin_Envelope:18.48,Hanning_Envelope:18.59
Rectified_Signal:47.05,Rectwin_Envelope:18.55,Hanning_Envelope:18.46
Rectified_Signal:27.99,Rectwin_Envelope:18.69,Hanning_Envelope:18.33
Rectified_Signal:25.95,Rectwin_Envelope:18.65,Hanning_Envelope:18.21
Rectified_Signal:32.89,Rectwin_Envelope:18.79,Hanning_Envelope:18.10
Rectified_Signal:38.04,Rectwin_Envelope:19.03,Hanning_Envelope:18.00
Rectified_Signal:4.03,Rectwin_Envelope:18.73,Hanning_Envelope:17.91
Rectified_Signal:10.01,Rectwin_Envelope:18.77,Hanning_Envelope:17.85
Rectified_Signal:20.97,Rectwin_Envelope:18.77,Hanning_Envelope:17.79
Rectified_Signal:1.03,Rectwin_Envelope:18.57,Hanning_Envelope:17.75
Rectified_Signal:0.03,Rectwin_Envelope:18.35,Hanning_Envelope:17.72
Rectified_Signal:14.94,Rectwin_Envelope:18.21,Hanning_Envelope:17.70
Rectified_Signal:15.91,Rectwin_Envelope:18.29,Hanning_Envelope:17.69
Rectified_Signal:32.03,Rectwin_Envelope:18.27,Hanning_Envelope:17.69
Rectified_Signal:31.97,Rectwin_Envelope:18.25,Hanning_Envelope:17.69
Rectified_Signal:7.95,Rectwin_Envelope:18.33,Hanning_Envelope:17.71
Rectified_Signal:10.93,Rectwin_Envelope:18.33,Hanning_Envelope:17.74
Rectified_Signal:14.04,Rectwin_Envelope:18.07,Hanning_Envelope:17.77
Rectified_Signal:11.02,Rectwin_Envelope:17.87,Hanning_Envelope:17.82
Rectified_Signal:29.92,Rectwin_Envelope:18.09,Hanning_Envelope:17.86
Rectified_Signal:44.83,Rectwin_Envelope:18.19,Hanning_Envelope:17.91
Rectified_Signal:19.13,Rectwin_Envelope:17.95,Hanning_Envelope:17.96
Rectified_Signal:2.13,Rectwin_Envelope:17.79,Hanning_Envelope:18.02
Rectified_Signal:19.83,Rectwin_Envelope:17.83,Hanning_Envelope:18.08
Rectified_Signal:3.16,Rectwin_Envelope:17.71,Hanning_Envelope:18.13
Rectified_Signal:0.16,Rectwin_Envelope:17.57,Hanning_Envelope:18.18
Rectified_Signal:16.81,Rectwin_Envelope:17.83,Hanning_Envelope:18.22
Rectified_Signal:12.78,Rectwin_Envelope:17.59,Hanning_Envelope:18.24
Rectified_Signal:23.17,Rectwin_Envelope:17.33,Hanning_Envelope:18.26
Rectified_Signal:11.15,Rectwin_Envelope:17.16,Hanning_Envelope:18.26
Rectified_Signal:13.82,Rectwin_Envelope:17.03,Hanning_Envelope:18.26
Rectified_Signal:11.80,Rectwin_Envelope:16.67,Hanning_Envelope:18.24
Rectified_Signal:20.16,Rectwin_Envelope:17.07,Hanning_Envelope:18.20
Rectified_Signal:4.83,Rectwin_Envelope:16.97,Hanning_Envelope:18.14
Rectified_Signal:16.14,Rectwin_Envelope:17.13,Hanning_Envelope:18.06
Rectified_Signal:37.06,Rectwin_Envelope:17.51,Hanning_Envelope:17.96
Rectified_Signal:28.88,Rectwin_Envelope:17.53,Hanning_Envelope:17.85
Rectified_Signal:32.81,Rectwin_Envelope:17.31,Hanning_Envelope:17.73
Rectified_Signal:23.14,Rectwin_Envelope:17.35,Hanning_Envelope:17.62
Rectified_Signal:8.12,Rectwin_Envelope:17.45,Hanning_Envelope:17.51
Rectified_Signal:4.11,Rectwin_Envelope:17.33,Hanning_Envelope:17.39
Rectified_Signal:12.09,Rectwin_Envelope:17.49,Hanning_Envelope:17.27
Rectified_Signal:2.09,Rectwin_Envelope:17.53,Hanning_Envelope:17.15
Rectified_Signal:14.88,Rectwin_Envelope:17.61,Hanning_Envelope:17.03
Rectified_Signal:23.07,Rectwin_Envelope:17.65,Hanning_Envelope:16.92
Rectified_Signal:21.03,Rectwin_Envelope:17.63,Hanning_Envelope:16.81
Rectified_Signal:20.93,Rectwin_Envelope:17.20,Hanning_Envelope:16.72
Rectified_Signal:24.88,Rectwin_Envelope:17.42,Hanning_Envelope:16.65
Rectified_Signal:25.07,Rectwin_Envelope:17.71,Hanning_Envelope:16.59
Rectified_Signal:14.04,Rectwin_Envelope:17.99,Hanning_Envelope:16.54
Rectified_Signal:35.97,Rectwin_Envelope:18.50,Hanning_Envelope:16.51
Rectified_Signal:34.90,Rectwin_Envelope:18.25,Hanning_Envelope:16.49
Rectified_Signal:12.08,Rectwin_Envelope:17.93,Hanning_Envelope:16.51
Rectified_Signal:22.03,Rectwin_Envelope:17.86,Hanning_Envelope:16.57
Rectified_Signal:38.89,Rectwin_Envelope:17.98,Hanning_Envelope:16.64
Rectified_Signal:17.85,Rectwin_Envelope:17.57,Hanning_Envelope:16.73
Rectified_Signal:11.83,Rectwin_Envelope:17.73,Hanning_Envelope:16.86
Rectified_Signal:14.80,Rectwin_Envelope:17.82,Hanning_Envelope:16.99
Rectified_Signal:2.20,Rectwin_Envelope:17.45,Hanning_Envelope:17.12
Rectified_Signal:1.80,Rectwin_Envelope:17.46,Hanning_Envelope:17.27
Rectified_Signal:4.19,Rectwin_Envelope:17.55,Hanning_Envelope:17.42
Rectified_Signal:11.78,Rectwin_Envelope:17.48,Hanning_Envelope:17.56
Rectified_Signal:21.74,Rectwin_Envelope:17.60,Hanning_Envelope:17.70
Rectified_Signal:14.23,Rectwin_Envelope:17.24,Hanning_Envelope:17.84
Rectified_Signal:42.15,Rectwin_Envelope:17.45,Hanning_Envelope:17.98
Rectified_Signal:2.14,Rectwin_Envelope:17.33,Hanning_Envelope:18.10
Rectified_Signal:30.08,Rectwin_Envelope:17.72,Hanning_Envelope:18.22
Rectified_Signal:29.86,Rectwin_Envelope:18.03,Hanning_Envelope:18.33
Rectified_Signal:21.81,Rectwin_Envelope:18.25,Hanning_Envelope:18.42
Rectified_Signal:22.14,Rectwin_Envelope:18.09,Hanning_Envelope:18.51
Rectified_Signal:34.07,Rectwin_Envelope:17.88,Hanning_Envelope:18.59
Rectified_Signal:7.91,Rectwin_Envelope:17.65,Hanning_Envelope:18.68
Rectified_Signal:7.89,Rectwin_Envelope:17.77,Hanning_Envelope:18.75
Rectified_Signal:5.10,Rectwin_Envelope:17.47,Hanning_Envelope:18.80
Rectified_Signal:11.88,Rectwin_Envelope:17.65,Hanning_Envelope:18.84
Rectified_Signal:8.10,Rectwin_Envelope:17.81,Hanning_Envelope:18.85
